index_ID,lan_long,place,author,date
Lund_00301,"55.7047847,13.1938413",Lundagérd,@ yunus samet hali, Jan 2014
Lund_00302,"55.7042371,13.1896137",O'Learys,\/ View360 Sweden,s_ Oct 2018
Lund_00303,"55.703722,13.1932981",Domkyrkoplatsen ¢,&Fq Jexx Skie,s_ Nov 2017
Lund_00304,"55.7089365,13.1971643",University Library,Michael Karnerfc, Jul 2018
Lund_00305,"55.7058995,13.1930657",University Hall audit,:Tﬁ Guillermo Fronte, Sep 2018
Lund_00306,"55.7047847,13.1938413",Lundagérd,’@ MONICA MARIN(, Aug 2017
Lund_00307,"55.7041445,13.1932547",[T L He 1 BT,& Timofei Muntean,
Lund_00308,"55.7036757,13.1883242",Bantorget ¢,@ Kiryl Shantyka, Jun 2017
Lund_00309,"55.7038692,13.2033632",Botanical Garden,@ Sumeet Ranjan S, May 2017
Lund_00310,"55.7047847,13.1938413",Lundagérd,Q Nataliya Ruustalt, Jun 2012
Lund_00311,"55.7047847,13.1938413",Lundagérd,T Terese Larsson E, Jul 2018
Lund_00312,"55.7041445,13.1932547",[T T o1 T T T,b melonhayes, Apr 2017
Lund_00313,"55.7047847,13.1938413",Lundagérd,) ravio ERachici,
Lund_00314,"55.7047847,13.1938413",Lundagérd,’@ MONICA MARIN(,
Lund_00315,"55.7041445,13.1932547",[T T o1 T 1T,[T T o1 T 1T, Jul 2018
Lund_00316,"55.7047847,13.1938413",Lundagérd,"@“,' Andrew Desmon", Mar 2016
Lund_00317,"55.7041445,13.1932547",[T L He 1 BT,";“""‘ Benjamin Zingse", Aug 2017
Lund_00318,"55.7050088,13.1872476",Lund Tourist Center,@ Lars Welin, Jul 2017
Lund_00319,"55.7047847,13.1938413",Lundagérd,ke Elayan Abu Gharl, Sep 2014
Lund_00320,"55.7038368,13.1932971",Domkyrkoplatsen,Moath Alomari,
Lund_00321,"55.7047847,13.1938413",Lundagérd,@ yunus samet hali, Jan 2014
Lund_00322,"55.7042122,13.1895392",O'Learys,\/ View360 Sweder,s_ Oct 2018
Lund_00323,"55.7040828,13.1885028",Lund,(h o Leon M,s_ Jun 2013
Lund_00324,"55.7041445,13.1932547",OLYMPUS DIGITAL C,@ Vichael Field,
Lund_00325,"55.7041445,13.1932547",Lund Cathedral,"{:, Pascal BASROGE", Jun 2018
Lund_00326,"55.7041445,13.1932547",Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
Lund_00327,"55.6972583,13.18703",Stadsparken,D # Douglas William:s, May 2017
Lund_00328,"55.7041445,13.1932547",Lund Cathedral c,R UL, Jun 2017
Lund_00329,"55.7036757,13.1883242",Bantorget,3% stefanos Karidak, Jun 2017
Lund_00330,"55.7047847,13.1938413",Lundagérd ¢,i:%‘ } (N1 ET] 9, Feb 2012
Lund_00331,"55.7047847,13.1938413",Lundagérd 8,%) David Smith, May 2017
Lund_00332,"55.7047847,13.1938413",Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_00333,"55.7047847,13.1938413",Lundagérd,RV O A,
Lund_00334,"55.7047847,13.1938413",Lundagérd,@ Stefan Sgnderva, Oct 2017
Lund_00335,"55.7038692,13.2033632",Botanical Garden,L AL e, Sep 2018
Lund_00336,"55.7041445,13.1932547",Lund Cathedral,A Ayu Hjalmarsson, Aug 2017
Lund_00337,"55.7047847,13.1938413",Lundagérd,R ROSA TRULLOLS, Jun 2013
Lund_00338,"55.7047847,13.1938413",Lundagérd,M Martin Jansson, Jun 2017
Lund_00339,"55.7047847,13.1938413",Lundagérd,@:}0 Diego Reyes Gon, Sep 2017
Lund_00340,"55.7089365,13.1971643",University Library,% Guillermo Fronte, Sep 2018
Lund_00341,"55.7047847,13.1938413",Lundagérd 9,B Ben Weston, Aug 2018
Lund_00342,"55.6945959,13.242097",Linero library,\V View360 Sweder,s_ Jun 2017
Lund_00343,"55.7038778,13.1922319",Lund,(h o Leon M,s_ Jun 2013
Lund_00344,"55.7036757,13.1883242",Bantorget,Q Kim van Waarder, Aug 2016
Lund_00345,"55.7047847,13.1938413",Lundagérd,A  Alejandro Carrillc, Jun 2016
Lund_00346,"55.7041445,13.1932547",[T e T T T,R LI EE], Aug 2017
Lund_00347,"55.7047847,13.1938413",[T 8,. DIl, May 2016
Lund_00348,"55.7047847,13.1938413",Lundagérd 9,P Pulak Barua, Sep 2017
Lund_00349,"55.7041445,13.1932547",[T T o1 T T T,m Juan Pierna, Jun 2018
Lund_00350,"55.7041446,13.1932552",OLYMPUS DIGITAL C,ﬁ Michael Field,
Lund_00351,"55.7047847,13.1938413",Lundagérd,@ Jarek Kedzierski, Dec 2016
Lund_00352,"55.7047847,13.1938413",Lundagérd {,&: SERAP PEKER, Apr 2018
Lund_00353,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00354,"55.7041445,13.1932547",[T L E e G T,s‘ LEERT oYY, Sep 2017
Lund_00355,"55.7038523,13.1890138",Grand Hotel Lund,3‘ JY R T R, Apr 2017
Lund_00356,"55.7047847,13.1938413",Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_00357,"55.7047847,13.1938413",Lundagérd,&) Hampus Jakobs:, Mar 2017
Lund_00358,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00359,"55.7050151,13.1932497",A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
Lund_00360,"55.7063669,13.190585",Underground Street |,Underground Street |, Jul 2017
Lund_00361,"55.7047847,13.1938413",Universitit Lund,ﬁ Michael Neitzel, Jun 2015
Lund_00362,"55.7265091,13.2338123",MAX IV Laboratory,ﬁ; John Eckerdal,s_ Sep 2015
Lund_00363,"55.7037119,13.1939874",Lunds Kyrkliga Samf,@ RISk LS,s_ Nov 2012
Lund_00364,"55.7041445,13.1932547",Lund Cathedral,a Sumeet Ranjan S, May 2017
Lund_00365,"55.7041445,13.1932547",Lund Cathedral,Lund Cathedral, Sep 2017
Lund_00366,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00367,"55.7047847,13.1938413",Lundagérd 8,%) David Smith, May 2017
Lund_00368,"55.7041445,13.1932547",[T T o1 T T T,&: Sayel Cortes, Sep 2018
Lund_00369,"55.7047847,13.1938413",Lundagérd,C Carmelo Pellegri, Aug 2017
Lund_00370,"55.7054269,13.1955826",A LG,& Victor Kalbskopf, Aug 2016
Lund_00371,"55.7047847,13.1938413",[T 8,. DIl, May 2016
Lund_00372,"55.7047847,13.1938413",Lundagérd =,= Norbert Derbl, Jul 2018
Lund_00373,"55.7041445,13.1932547",[T L He 1 BT,ﬁj Narasimha Rao, Oct 2017
Lund_00374,"55.7047847,13.1938413",Lundagérd 9,K @ Klaus Helms, Jul 2017
Lund_00375,"55.7036757,13.1883242",Bantorget,R Raul Monroy Gor,
Lund_00376,"55.7047847,13.1938413",Lundagérd,fﬁ“’ Aleksas Aleksas, Oct 2017
Lund_00377,"55.7047847,13.1938413",Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_00378,"55.7047847,13.1938413",Lundagérd 9,A Anna Riggio, Aug 2018
Lund_00379,"55.7119483,13.203493",[T TV TTET 3 T,[T TV TTET 3 T, Aug 2016
Lund_00380,"55.7047847,13.1938413",Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_00381,"55.7047847,13.1938413",Lundagérd,R N Y VBT e, Jun 2011
Lund_00382,"55.6946505,13.242145",Linero library,\V View360 Sweder,s_ Jun 2017
Lund_00383,"55.7049126,13.1962895",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00384,"55.7047847,13.1938413",Lundagérd,E Eliot Montesino,
Lund_00385,"55.7045801,13.1964699",Kulturen,@ Erik Olausson, Jun 2017
Lund_00386,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00387,"55.7047847,13.1938413",Lundagérd,Z ) Zuzana Gonova, Jun 2017
Lund_00388,"55.7047847,13.1938413",Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_00389,"55.7047847,13.1938413",Lundagérd 9,RY Rafal Kruk, Sep 2014
Lund_00390,"55.7047847,13.1938413",Lundagérd 9,P Pulak Barua, Sep 2017
Lund_00391,"55.7041445,13.1932547",Lund Cathedral,; P RS E, Aug 2017
Lund_00392,"55.7047847,13.1938413",Lundagérd,"% e,", May 2016
Lund_00393,"55.7047847,13.1938413",Lundagérd,D) Dimitris Basinos, Apr 2009
Lund_00394,"55.7047847,13.1938413",Lundagérd,@ leva Paskauskait, Sep 2015
Lund_00395,"55.7047847,13.1938413",Lundagérd,M Marcel Mannens, Jun 2018
Lund_00396,"55.7047847,13.1938413",Lundagérd,Q Nataliya Ruustalt, Jun 2012
Lund_00397,"55.7047847,13.1938413",Lundagérd,‘a Andrii Salnikov,
Lund_00398,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00399,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00400,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00401,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00402,"55.7043283,13.1896095",O'Learys,\/ View360 Sweden,s_ Oct 2018
Lund_00403,"55.703719,13.1937894",Lunds Kyrkliga Samf,"('L'""’I’ Joachim Wall -Sy",s_ Nov 2012
Lund_00404,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00405,"55.7047847,13.1938413",Lundagérd,D  Dominik Wojciec,
Lund_00406,"55.7047847,13.1938413",Lundagérd 9,(o) JoL RV, Aug 2018
Lund_00407,"55.7041445,13.1932547",Lund Cathedral,A Adeel Tajammul, Apr 2017
Lund_00408,"55.7050151,13.1932497",LTI G T,f@: Mister No, Sep 2017
Lund_00409,"55.7041445,13.1932547",Lund Cathedral,Lund Cathedral, Sep 2017
Lund_00410,"55.7041445,13.1932547",Lund Cathedral,{j Pascal BASROGE, Jun 2018
Lund_00411,"55.7047847,13.1938413",Lundagérd 9,‘ﬁ N,
Lund_00412,"55.6855179,13.1827067",Stiftelsen Sankt Tho,6 IR DL, Jul 2015
Lund_00413,"55.7047847,13.1938413",Lundagérd 8,i© martinaw, Jun 2018
Lund_00414,"55.7119483,13.203493",[T T VT,f?‘ SANDHEEP KUM, Jun 2015
Lund_00415,"55.7176112,13.213892",Beautiful view from *,R Robbert Biere, Apr 2017
Lund_00416,"55.7047847,13.1938413",Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_00417,"55.7041445,13.1932547",[T T o1 T T T,%‘ (BRI,
Lund_00418,"55.7089365,13.1971643",Lund 2016 .4.29 :,& saad al saifi, Apr 2016
Lund_00419,"55.7047847,13.1938413",FLELLA T RO TY,Q Nattawat Palaka,
Lund_00420,"55.7047847,13.1938413",Lundagérd 8,4 ) ZKhaleel, Sep 2016
Lund_00421,"55.741043,13.171545",Vallkirra kyrka,n Francois Polito,s_ Jun 2014
Lund_00422,"55.6947135,13.2421426",Linero library,\/ View360 Sweder,s_ Jun 2017
Lund_00423,"55.703612,13.1931628",Lund Cathedral,n Francois Polito,s_ Sep 2016
Lund_00424,"55.7119483,13.203493",[T T VT T 01 T,‘? Jefri Tamba, Apr 2018
Lund_00425,"55.7038523,13.1890138",Grand Hotel Lund,0 Andrew Feiermar, Apr 2018
Lund_00426,"55.7036757,13.1883242",Bantorget 8,L 1T T, Mar 2017
Lund_00427,"55.7047847,13.1938413",Lundagérd 9,PR LED T, Aug 2014
Lund_00428,"55.7089365,13.1971643",University Library,A  Alejandro Carrillc, Aug 2016
Lund_00429,"55.7047847,13.1938413",Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_00430,"55.7047847,13.1938413",Lundagérd,T Tomas Johanssc, Sep 2018
Lund_00431,"55.7047847,13.1938413",Lundagérd,V.Y T, May 2018
Lund_00432,"55.7041445,13.1932547",Lund Cathedral g,a ) andrea lucaci, Apr 2018
Lund_00433,"55.70555,13.192478",Mat & Destillat,A  Anna-Grethe Sore, May 2017
Lund_00434,"55.7041445,13.1932547",Lund Cathedral,G Goran Wangenhe, Jun 2017
Lund_00435,"55.7047847,13.1938413",Lundagérd 9,6 Rene Wagner, Aug 2017
Lund_00436,"55.7047847,13.1938413",Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_00437,"55.7047847,13.1938413",Lundagérd,E Eugenio Giudicia, Sep 2017
Lund_00438,"55.7047847,13.1938413",Lundagérd,3 .> Ole Dahlmann-H:, Sep 2016
Lund_00439,"55.7047847,13.1938413",Lundagérd,) IDEVIGEEN T Yo, Aug 2014
Lund_00440,"55.7047847,13.1938413",Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_00441,"55.7041445,13.1932547",Lund Cathedral c,L ’ Peter Bojestig,
Lund_00442,"55.6947325,13.242232",Linero library,\V/ View360 Sweder,s_ Jun 2017
Lund_00443,"55.707923,13.194694",Samhdillsvetenskapli,ﬁ Francois Polito,s_ Jun 2014
Lund_00444,"55.7049365,13.1928407",Lundsuniversitet Vit:,%\ andres palomino, Sep 2017
Lund_00445,"55.7041445,13.1932547",Lund Cathedral,% Zina Mazurkevyc, Jun 2018
Lund_00446,"55.7047847,13.1938413",Lundagérd 8,@ PP\, Jul 2016
Lund_00447,"55.7041445,13.1932547",Lund Cathedral,§f' Niels Peter Thorr, Jun 2017
Lund_00448,"55.7047847,13.1938413",Lundagérd,»@ Aktham Yousef, Jun 2018
Lund_00449,"55.7047847,13.1938413",Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_00450,"55.7047847,13.1938413",Lundagérd,"% e,", May 2016
Lund_00451,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00452,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00453,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00454,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_00455,"55.7047847,13.1938413",Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_00456,"55.7051005,13.1956306",Akademiska Férenin,6 IR DL, May 2004
Lund_00457,"55.7047847,13.1938413",Lundagérd 9,N Nadia Naji, Aug 2014
Lund_00458,"55.7047847,13.1938413",Lundagérd 9,N Nadia Naji, Aug 2014
Lund_00459,"55.7047847,13.1938413",Lundagérd,m Marleen Heyvaer, Jan 2006
Lund_00460,"55.7041445,13.1932547",[T L He 1 BT,% William Térneber, May 2018
Lund_00461,"55.6946768,13.2420976",Linero library,V View360 Sweder,s_ Jun 2017
Lund_00462,"55.7047847,13.1938413",Lundagérd,&) Breogén Gémez, Aug 2017
Lund_00463,"55.740985,13.171644",Vallkirra kyrka,n Francois Polito,s_ Jun 2014
Lund_00464,"55.7049543,13.1965232",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00465,"55.7047847,13.1938413",Lundagérd,RV O A,
Lund_00466,"55.7047847,13.1938413",Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_00467,"55.7047847,13.1938413",Lundagérd,D) Dimitris Basinos, Apr 2009
Lund_00468,"55.7041445,13.1932547",Lund Cathedral :,@ Jun Luo, Jun 2017
Lund_00469,"55.7047847,13.1938413",Lundagérd,@ Anders Sjostedt, Jul 2017
Lund_00470,"55.7041445,13.1932547",Liberiet,qﬁi Maxime LMA, Aug 2018
Lund_00471,"55.7045801,13.1964699",Kulturen |,Kulturen |, Aug 2016
Lund_00472,"55.6972583,13.18703",Stadsparken 3,’ Joe Bunting, Sep 2017
Lund_00473,"55.7047847,13.1938413",Lundagérd,. KHADIJA SAIDI, Aug 2017
Lund_00474,"55.7047847,13.1938413",Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_00475,"55.7038523,13.1890138",Grand Hotel Lund,K Kristina Johanss, Apr 2017
Lund_00476,"55.7119483,13.203493",[T T VT,A ' Anna Ostrowska, Jul 2018
Lund_00477,"55.7047847,13.1938413",Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_00478,"55.7047847,13.1938413",Lundagérd 9,% V. Jamile, Apr 2009
Lund_00479,"55.7047847,13.1938413",Lundagérd 3,%) Lise Galuga, Sep 2017
Lund_00480,"55.7047847,13.1938413",Lundagérd,m  mandy gilchrist, Jun 2018
Lund_00481,"55.7063669,13.190585",Underground Street |,Underground Street |, Jul 2017
Lund_00482,"55.6947233,13.2421872",Linero library,\V/ View360 Sweder,s_ Jun 2017
Lund_00483,"55.7050766,13.1957881",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00484,"55.7038368,13.1932971",Domkyrkoplatsen,a Mattias Nord, Jul 2016
Lund_00485,"55.7041445,13.1932547",Lund Cathedral,& RLICEUGEERRE, Jul 2018
Lund_00486,"55.7047847,13.1938413",Lundagérd,@ Felicia Johansso, May 2018
Lund_00487,"55.7047847,13.1938413",Lundagérd,B Bengt Ljungquist, Apr 2018
Lund_00488,"55.7047847,13.1938413",Lundagérd,C Christoffer Want:, Jun 2017
Lund_00489,"55.6936705,13.1781768",Klostergérdens bibli,V View360 Sweder,s_ Jun 2017
Lund_00490,"55.7050542,13.1963617",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00491,"55.7047847,13.1938413",Lundagérd 9,J ) Jens Jensen, Jun 2014
Lund_00492,"55.7041445,13.1932547",Lund Cathedral,g b Per Pixel Peterss, Sep 2015
Lund_00493,"55.7041445,13.1932547",[T T o1 T T,.’IE‘” ALV, Sep 2016
Lund_00494,"55.7047847,13.1938413",Lundagérd 9,S  Sheila Sang, Aug 2018
Lund_00495,"55.7119483,13.203493",[T T VT,C Carina Hagerblac, Jun 2018
Lund_00496,"55.7047847,13.1938413",Lundagérd,ﬂ Jaime Mora Salv, Jun 2018
Lund_00497,"55.7041445,13.1932547",Lund Cathedral ¢,Y U E T 7, Sep 2018
Lund_00498,"55.7036757,13.1883242",Bantorget -,L. -, Jul 2017
Lund_00499,"55.7036757,13.1883242",Bantorget -,L. -, Jul 2017
Lund_00500,"55.7036757,13.1883242",Bantorget -,L. -, Jul 2017
Lund_00501,"55.7036757,13.1883242",Bantorget -,L. -, Jul 2017
Lund_00502,"55.6972583,13.18703",Stadsparken c,% Melissa lisley, Sep 2017
Lund_00503,"55.7119483,13.203493",Universitetshuset,B BRF Havslaxen, Sep 2007
Lund_00504,"55.7038692,13.2033632",Botanical Garden,@ Christian Stahibe, May 2017
Lund_00505,"55.7047847,13.1938413",Lundagérd 9,@ Rene Wagner, Aug 2017
Lund_00506,"55.7119483,13.203493",[T T VT VT 01 A,"@, (][R 1T", Jun 2018
Lund_00507,"55.7077976,13.1568181",Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017
Lund_00508,"55.7047847,13.1938413",Lundagérd,AD Andreas Rundcra, May 2017
Lund_00509,"55.6947307,13.2420984",Linero library,\/ View360 Sweder,s_ Jun 2017
Lund_00510,"55.7017511,13.1941009",Les Halles,ﬂ Magnus Hogfeld,s_ May 2014
Lund_00511,"55.7047847,13.1938413",Lundagérd,’ Lisa Vult von Ste, Apr 2017
Lund_00512,"55.7047847,13.1938413",Lundagérd,@ TR, Jun 2018
Lund_00513,"55.7119483,13.203493",[T T VT,@ Adrian Popescu, Sep 2016
Lund_00514,"55.7047847,13.1938413",Lundagérd,R N Y VBT e, Jun 2011
Lund_00515,"55.7047847,13.1938413",Lundagérd,T ) Terese Larsson E, Jul 2018
Lund_00516,"55.7047847,13.1938413",Lundagard ¢,. 21308, Aug 2018
Lund_00517,"55.7047847,13.1938413",Lundagard ¢,. (TR, Jan 2017
Lund_00518,"55.7041445,13.1932547",[T L He 1 BT,% Hans Olav Nyma, Jul 2018
Lund_00519,"55.7050088,13.1872476",Lund Tourist Center,5‘3.‘..@ LU G, May 2016
Lund_00520,"55.7047847,13.1938413",Lundagérd 8,' Lars Skough, Jul 2017
Lund_00521,"55.7052796,13.1940377",L (LT T,@ BN PN R, Nov 2015
Lund_00522,"55.7047847,13.1938413",Lundagérd 9,(o) JoL RV, Aug 2018
Lund_00523,"55.7047847,13.1938413",Lundagérd,Krystian Czernek, Oct 2017
Lund_00524,"55.7058516,13.1933818",?‘}m Goran Todorovié¢,?‘}m Goran Todorovié¢, Oct 2014
Lund_00525,"55.7047847,13.1938413",Lundagérd 9,C ) Carin Gardén, Aug 2018
Lund_00526,"55.7047847,13.1938413",LG T T,@ EEICL Y, Jul 2016
Lund_00527,"55.6947567,13.205625",Vegalyckan,J | Jakob Navrozidis, Jun 2017
Lund_00528,"55.7047847,13.1938413",Lundagérd |,@ Mr.Roman Lak, Jun 2016
Lund_00529,"55.7042667,13.1896606",O'Learys,\/ View360 Sweden,s_ Oct 2018
Lund_00530,"55.7052185,13.1955965",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00531,"55.7041445,13.1932547",Lund Cathedral ¢,@. Ronald T., Jun 2018
Lund_00532,"55.7047847,13.1938413",Lundagérd,G Goran Wangenhe, Jun 2017
Lund_00533,"55.7047847,13.1938413",Lundagérd,@ Barbara O'Neal, Jun 2017
Lund_00534,"55.7047847,13.1938413",Lundagérd,a  algirdas radzevic,
Lund_00535,"55.7041445,13.1932547",LT T o1 T T,€N Juan Piema, Jun 2018
Lund_00536,"55.7038523,13.1890138",Grand Hotel Lund ¢,[ NN, Aug 2017
Lund_00537,"55.7047847,13.1938413",2015-06-18_12_25_(,L 1T T, Jun 2015
Lund_00538,"55.7050088,13.1872476",Lund Tourist Center,5‘3.‘..@ LU G, May 2016
Lund_00539,"55.7047847,13.1938413",Lundagérd ¢,S ) Sookyong Lee, May 2017
Lund_00540,"55.7047847,13.1938413",Lundagérd,[ BRI TS, Sep 2016
Lund_00541,"55.7047847,13.1938413",Lundagérd,[ BRI TS, Sep 2016
Lund_00542,"55.7047847,13.1938413",Lundagérd,[ BRI TS, Sep 2016
Lund_00543,"55.7041445,13.1932547",[T L He 1 BT,(% Rohullah Hussai, Jun 2017
Lund_00544,"55.7047847,13.1938413",Lundagérd 8,6 W Matecki, Aug 2012
Lund_00545,"55.7036757,13.1883242",Bantorget -,L. -, Jul 2017
Lund_00546,"55.7047847,13.1938413",Lundagérd,%S Orlando Medina, May 2018
Lund_00547,"55.7047847,13.1938413",Lundagérd,'v Rafael Schwartz, May 2018
Lund_00548,"55.7041445,13.1932547",Lund Cathedral,"f“""‘ Benjamin Zingse", Aug 2017
Lund_00549,"55.7043411,13.1897139",O'Learys,\/ View360 Sweder,s_ Oct 2018
Lund_00550,"55.7035993,13.1938164",Lunds Kyrkliga Samf,@ RIS S,s_ Nov 2012
Lund_00551,"55.7041445,13.1932547",Lund Cathedral,A Adeel Tajammul, Apr 2017
Lund_00552,"55.7047847,13.1938413",Lundagérd,& Timofei Muntean,
Lund_00553,"55.7030731,13.1923768",Akademibokhandeln,g gunvi holmgren, Apr 2017
Lund_00554,"55.7038523,13.1890138",Grand Hotel Lund,M Martin Mc Anesp, Sep 2017
Lund_00555,"55.7115319,13.2094281",LTH Studiecentrum,g é Per Pixel Peterss, Jul 2015
Lund_00556,"55.7038692,13.2033632",Botanical Garden,Teodora J-sin, Aug 2017
Lund_00557,"55.7038523,13.1890138",Grand Hotel Lund,G Goran Heldesten, Jul 2016
Lund_00558,"55.7041445,13.1932547",[T T o1 T T T,a Imran Khan, Jun 2017
Lund_00559,"55.7047847,13.1938413",Lundagérd,L Lodewijk Portielj, Aug 2018
Lund_00560,"55.7047847,13.1938413",Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_00561,"55.7047847,13.1938413",Lundagérd 9,[ ETTY il [1:1-1q3, Jul 2012
Lund_00562,"55.7047847,13.1938413",Lundagérd,fﬁ“’ Aleksas Aleksas, Oct 2017
Lund_00563,"55.7047847,13.1938413",Lundagérd,"% e,", May 2016
Lund_00564,"55.7041445,13.1932547",Lund Cathedral,i LIS, May 2017
Lund_00565,"55.7002763,13.1903331",Katedralskolan,% Zina Mazurkevyc, Jun 2018
Lund_00566,"55.7047847,13.1938413",Lundagérd,'v Rafael Schwartz, May 2018
Lund_00567,"55.7047847,13.1938413",Lundagérd,i Antanas Staskev, Sep 2009
Lund_00568,"55.7047847,13.1938413",Lundagérd 9,ﬂ»«;‘ B, Jul 2018
Lund_00569,"55.7042641,13.189613",O'Learys,V View360 Sweder,s_ Oct 2018
Lund_00570,"55.7049269,13.1953416",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00571,"55.7041445,13.1932547",Lund Cathedral,c’} Robert Jacobsen, Jul 2017
Lund_00572,"55.7119483,13.203493",[T TV HTET 0 T,A Anna Gester, Jun 2018
Lund_00573,"55.7047847,13.1938413",Lundagérd,ﬁ Jaime Mora Salv, Jun 2018
Lund_00574,"55.6870074,13.1907023",AB Tetra Pak c,a FN, Aug 2017
Lund_00575,"55.7047847,13.1938413",Lundagérd,L Laia Puig Blasco, Aug 2016
Lund_00576,"55.7047847,13.1938413",Lundagérd,@ Bjarne Rosengrel, Apr 2017
Lund_00577,"55.7047847,13.1938413",Lundagérd 9,N> Noelia Vilalta, Sep 2017
Lund_00578,"55.7047847,13.1938413",Lundagérd 9,N Nick Bourne, Jun 2018
Lund_00579,"55.7045801,13.1964699",Kulturen 8,@ PP\, Jul 2016
Lund_00580,"55.7047847,13.1938413",Lundagérd 8,@ Erik Westrup, Sep 2017
Lund_00581,"55.7063669,13.190585",Underground Street |,Underground Street |, Jul 2017
Lund_00582,"55.7089365,13.1971643",University Library ¢,Gm DIV ), Aug 2017
Lund_00583,"55.7047847,13.1938413",Lundagérd,N WO Y G, May 2017
Lund_00584,"55.6972583,13.18703",Stadsparken,J  Jonathan Ohrling, May 2017
Lund_00585,"55.7047847,13.1938413",Lundagérd ¢,(OFLE, Jul 2018
Lund_00586,"55.7036757,13.1883242",Bantorget,R Raul Monroy Gor,
Lund_00587,"55.7041445,13.1932547",Lund Cathedral :,[ ‘&f‘ (T A e, Apr 2017
Lund_00588,"55.6972583,13.18703",Stadsparken 9,WY TN ]S, May 2017
Lund_00589,"55.6946498,13.2420972",Linero library,V View360 Sweder,s_ Jun 2017
Lund_00590,"55.7052055,13.1955546",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00591,"55.7047847,13.1938413",Lundagérd,@ Sebastian Sese K, Jun 2018
Lund_00592,"55.7047847,13.1938413",Lundagard ¢,Lundagard ¢, Mar 2017
Lund_00593,"55.7047847,13.1938413",Lundagérd,@ Anna Banszelové, May 2017
Lund_00594,"55.7089365,13.1971643",University Library,J ) Jean Laurent Pre,
Lund_00595,"55.7047847,13.1938413",Lundagérd ¢,"""\ Katerina Morfi .", Apr 2017
Lund_00596,"55.7002763,13.1903331",Katedral High Schoo,S Sanbao Xu, Apr 2013
Lund_00597,"55.7047847,13.1938413",Lundagérd,qls Amanda Brundin, Jul 2016
Lund_00598,"55.7041445,13.1932547",[T He 1 B,' Bartosz Klukacze, Sep 2014
Lund_00599,"55.7041445,13.1932547",[T L He 1 BT,‘g) Bartosz Klukacze, Sep 2014
Lund_00600,"55.7047847,13.1938413",Lundagérd 9,i Rafael Lara, May 2011
Lund_00601,"55.7038368,13.1932971",Domkyrkoplatsen,a Mattias Nord, Jul 2016
Lund_00602,"55.7047847,13.1938413",Lundagérd,M) Mikael Eriksson, Jul 2016
Lund_00603,"55.7047847,13.1938413",Lundagérd 8,@ Sergio Garcia, Oct 2012
Lund_00604,"55.7047847,13.1938413",Lundagérd,R N Y VBT e, Jun 2011
Lund_00605,"55.7047847,13.1938413",Lundagérd,R N Y VBT e, Jun 2011
Lund_00606,"55.7041445,13.1932547",Lund Cathedral,(Q 7 Paulina Belenitsk, Sep 2018
