"[Chinese, (Sim.)]",6,2,,5,2 weeks ago ,鹿肉排很赞,,主菜点了鹿肉排，甜点的冰淇淋怪怪的，感觉...More
[Swedish],345,121,17.0,4,"February 12, 2017 ",Rekommenderad restaurang,Skövde,Förrätten - oxtartar var fantastiskt god. Varmrätten - skreitorsk var tillagad perfekt men tyvärr fick den stå och kallna- torsken...More
[Swedish],345,6,11.0,5,"February 13, 2017 ",Goda drinkar o BRA SERVICE!,"Helsingborg, Sweden","Får man göra en recension fast man bara druckit drinkarna? JA, det tycker jag! 
Jag och min sambo kom dit...More"
[Swedish],345,3,,5,"February 15, 2017 ",Firande av examen,"Stockholm, Sweden",Mycket god mat och bra viner. Jättebra service och fin inredning! Vi har varit på restaurangen två gånger och kommer...More
[Swedish],345,14,1.0,5,"February 15, 2017 ",Underbar torsk i genomskinliga skivor,,"Varje huvudrätt jag ätit där har varit perfekt tillagad
Och med passande och roliga tillbehör .
De har också speciella...More"
[Swedish],345,27,6.0,4,"February 16, 2018 ",Affärsmöte med lunch,,Ett restaurang som tillåter att man reserverar bord för lunch är ett stort plus om man har kombinerat möte med...More
[Swedish],345,29,9.0,5,"February 18, 2015 ",Bästa stället!,"Lund, Sweden",Underbar miljö med bästa servicen! Maten alltid vällagad och god! Underbara drinkar... Som små bakverk! Och personalen som brinner för...More
[Swedish],345,36,9.0,5,"February 18, 2017 ",Unikt!,"Malmo, Sweden","Mat och Destillat är favorit både för middag och lunch! Vi har varit där med vänner, hela familjen och bara...More"
[Swedish],345,3,1.0,5,"February 2, 2014 ",Bravisimo!,"Gothenburg, Sweden","Service och mat i toppklass lagom många rätter men alla såg lockande ut
Svårt att välja tjejen som serverade var...More"
[Swedish],345,368,138.0,4,"February 2, 2016 ","God mat, bra service och trevlig miljö men lite väl höga priser","Malmo, Sweden","Miljön är väldigt trevlig här. Likaså är servicen alltid mycket god. Maten likaså, men slätvaren för nästan 300:- var lite...More"
[Swedish],345,12,12.0,5,"February 23, 2014 ",Kärlek,,På Mat och Destillat finner vi passion för mat och kärleken känns i smakerna. Hantverket presenteras med intresse av personal...More
[Swedish],345,21,2.0,3,"February 23, 2018 ","Trevligt ställe, men maten motsvarade inte mina förväntningar","Uppsala, Sweden","Serveringspersonalen gjorde allt rätt, de var uppmärksamma, snabba och trevliga. Men maten var lite platt. Tog avsmakningsmenyn och rätterna presenterades...More"
[Swedish],345,7,1.0,3,"February 23, 2018 ",Mediokert.,"Lund, Sweden","För högt pris för rätterna. Vår förrätt var fisk, smakade absolut ingenting, endast krussedullet till som gav en svag smak....More"
[Swedish],345,108,25.0,5,"February 25, 2018 ",En sann matupplevelse,"Gothenburg, Sweden","Vi valde avsmakningsmenyn och det var en upplevelse, wow vilken mat! Vår favorit var renen. Bered er på att det...More"
[Swedish],345,55,30.0,4,"February 26, 2016 ",Bra och välsmakande,"Gothenburg, Sweden","Mitt första besök blev ingen besvikelse. Diskret och effektiv service, samtidigt vänlig. Insiktsfull vinrekommendation anpassad till matbeställningen. Rå oxe som...More"
[Swedish],345,42,6.0,5,"February 27, 2016 ",Hög klass på allt,,"Det blev ett besök som höll hög klass. Vi kände oss välkomna när vi kom. Utmärkt, effektiv och trevlig personal...More"
[Swedish],345,72,22.0,5,"February 4, 2016 ",Stjärnklass,"Mougins, France","Äter ofta lunch på denna fantastiska restaurang. Toppservice, trevlig atmosfär och mat som håller högsta kvalitet med fokus på perfekta...More"
[Swedish],345,12,2.0,5,"February 4, 2017 ",Mycket goda drinkar,"Hassleholm, Sweden",Det är lätt att gå förbi pga byggställningarna. Jag är glad att vi inte gjorde det. Genomtänkta och välkomponerade drinkar....More
[Swedish],345,1,,5,"February 4, 2018 ",Wow,,Grymt bra restaurang. Lunds bästa. Kan varmt rekomenderas Ni blir inte besvikna! Vi hade en riktigt trevlig kväll ved mat/dryck/...More
[Swedish],345,135,27.0,4,"February 5, 2013 ",Bra vinlista,"La Cala de Mijas, Spain","Fredagkväll med massor med folk i restaurang och bar. Trots det kompetent, snabb servis och trevligt bemötande.
Få men välvalda...More"
[Swedish],345,1,2.0,5,"February 5, 2014 ",Grymt bra ställe!,"Gothenburg, Sweden","Maten var superb!
Urvalet av öl var grymt bra!
Servisen var  påläst och alla rekommendationer från henne höll för förväntningarna...More"
[Swedish],345,106,46.0,5,"February 5, 2017 ",Arbetslunch,"Luleå, Sverige",Vi var åtta pers som träffades i Lund på ett möte och åt en underbart god lunch. Den bestod av...More
[Swedish],345,45,2.0,5,"February 6, 2017 ",Toppen ,,"Ställe med klass. God mat och dryck och bra läge i Centrum.
Lätt att hitta för turister.
En nackdel är...More"
[Swedish],345,116,32.0,4,"February 9, 2015 ",Annorlunda rätter,"Lund, Sweden",Besökte denna restaurang med 2 vänninor. Det är få rätter på menyn men alla lät spännande. Vi valde samma rätt...More
[Swedish],345,17,,4,"February 9, 2016 ",Högtidsfest,"Lund, Skåne Län, Sweden","Lamm&oxkind, så gott och välsmakande med utmärkt vin och service. Rekommenderas! Boka innan eftersom det ofta är fullt."
[Swedish],345,16,2.0,3,"February 9, 2016 ",Stökigt och trångt.,"Eslov, Sweden","Hade hört och läst mycket gott om stället så förväntningarna var höga. Servicen var bra, men betyget  dras ner för...More"
[Swedish],345,368,138.0,4,"January 10, 2018 ",Bra mat men något slapp service,"Malmo, Sweden",Jag har varit här flera gånger både på kvällen och lunchen och servicen har alltid varit på topp. Det var...More
[Swedish],345,60,3.0,4,"January 12, 2018 ","Mycket god mat och vin, men slarvig personal ","Lomma, Sweden",Middag tillsammans med ett annat par en torsdag i december. Hamnade på Mat & Destillat som ordnade bord till oss...More
[Swedish],345,38,10.0,5,"January 13, 2016 ",Fin middag och utmärkt after work,"Lund, Sweden",Att gå till Mat & Destillat för en fin middag på kvällen är en njutning. Dessutom bästa stället för att...More
[Swedish],345,54,23.0,5,"January 14, 2016 ",Fantastisk mat!,Lund,"Vi firade min mans födelsedag genom att gå på Mat & Destillat. Jag hade bokat bord, och när vi kom...More"
[Swedish],345,71,3.0,3,"January 16, 2017 ",Lunch,"Kristianstad, Sweden",Har idag 16 jan intagit lunch på Mat & Destillat. Beställde och intog under väntetiden en sallad som inte var...More
[Swedish],345,3,,5,"January 17, 2017 ",Restaurang med klass,,"God mat med fina råvaror, excellent service och trevliga lokaler. Lite högre prislapp än en vanlig lunch men det är...More"
[Swedish],345,75,16.0,3,"January 18, 2017 ",Uppnår inte förväntningen ,"Malmo, Sweden","Lunchade här igår. Beställde kummel på en bädd av linser, med ett täcke utav tunt rivna grönsaker.. själva fisken var...More"
[Swedish],345,12,2.0,5,"January 18, 2017 ",Spontan middag,"Lund, Sweden","Otroligt att man blir både mätt och belåten på 1 rättsmiddag med efterrätt.
Lugn och trevlig atmosfär. Lite trångt mellan...More"
[Swedish],345,7,2.0,5,"January 19, 2016 ",Mycket god mat och jättetrevlig lokal,"Uppsala, Sweden",Jag åt spontanlunch här och är mycket nöjd. Det är trivsamt och man får väldigt fin service. Maten är kanon.
[Swedish],345,22,5.0,4,"January 2, 2017 ",Underbar restaurang,Sölvesborg,Mycket mysig restaurang med väldigt god och innovativ mat lagat från grunden med kärlek. Trevlig atmosfär och bra placering i...More
[Swedish],345,167,44.0,5,"January 20, 2016 ",Håller samma höga klass...,"Malmo, Sweden","Stället ger sannerligen mersmak, utmärkt mat och dito service. En vinlista med välvalda viner till rimliga priser gör sitt till....More"
[Swedish],345,40,22.0,4,"January 20, 2016 ",Trevlig affärslunch med bra service,"Kuta, Indonesia","Bokade bord för en affärslunch här vilket rekommenderas att göra då det är fullt på luncherna. 

Mycket bra mat och...More"
[Swedish],345,22,4.0,5,"January 21, 2014 ",Bra lunch,,"Fantastiska råvaror och en utomordentlig ja perfekt service! Helt i min smak! Bra koncept på restaurangen med. Idag serverades strömming,...More"
[Swedish],345,12,,5,"January 22, 2018 ",Fantastisk mat,"Lund, Sweden","Mycket god mat serverade i lagom stora portioner, fina smaker, trevlig och personlig service. Trots att det var fullsatt gick...More"
[Swedish],345,45,14.0,5,"January 22, 2018 ",Jättegod mat och toppen service,"Malmo, Sweden",Vi åt trerätters meny som var väldigt väl komponerad. Alla rätterna var väldigt goda och portionerna tillräckligt stora så man...More
[Swedish],345,2,1.0,5,"January 23, 2018 ",Stans bästa drinkar ,,Här serveras ljuvliga drinkar med utmärkt service och alltid det lilla extra. Miljön och det blandade publiken tillsammans med utsökt...More
[Swedish],345,6,2.0,5,"January 25, 2014 ",Fruktansvärt bra!,"Lund, Sweden","Vi var åt middag och alla var riktigt nöjda. Enkel meny, totalt nio alternativ och lika många alternativ för-, huvud-...More"
[Swedish],345,9,1.0,5,"January 29, 2013 ",Lördagslunch med guldkant,Kungälv,"""Husmanskonst"" med ypperlig fräschör!
Vi, ett pensionärspar som slank in i sista minuten, kände oss som hedersgäster på detta guldställe....More"
[Swedish],345,10,1.0,4,"January 29, 2015 ",God middag,,Väldigt god mat och härlig miljö. Lite dyrare men rekommenderas värmt. Passar utmärkt för ett speciellt tillfälle.
[Swedish],345,78,29.0,5,"January 29, 2016 ",Mästarklass,Löberöd,Har ätit här några gånger och detta är definitivt en riktig gourmetrestaurang! Maten var superb. Serveringspersonalen mycket kunnig och informativ...More
[Swedish],345,3,3.0,5,"January 31, 2013 ",Lyxigt,"Lund, Sweden",Dyrt men gott och mycket bra service med kompetent personal. Var där med en vän på lunch. Till efterätt bad...More
[Swedish],345,210,29.0,5,"January 7, 2017 ",Middag,"Orebro, Sweden",En mycket fin tvårätters middag med torsk till förrätt och älgstek till varmrätt. Båda var mycket vällagad och smakade utmärkt....More
[Swedish],345,29,28.0,5,"January 8, 2013 ",Mysig lunchrestaurang,"Malmo, Sweden","Bästa stället i stan, med övertrevlig personal-från vår krångliga bokning via nätet till deras söta lilla skål med bridgeblandning efter...More"
[Swedish],345,73,5.0,4,"July 1, 2017 ",Goda drinkar! ,"Lund, Sweden",Den här gången var vi på Mat och Destillat sent en fredag för att dricka drinkar. Precis som vid mina...More
[Swedish],345,26,7.0,4,"July 10, 2016 ",En modern klassiker,"Malmo, Sweden","Här serveras riktigt god mat. Servicen är förstklassig. Dock inte av alla, när ägarna är lediga. 
Maten är välkomponerad med...More"
[Swedish],345,52,12.0,5,"July 11, 2016 ",Drinkar i världsklass,"Lomma, Sweden",Avslappnat och hemtrevligt . Mycket god mat och världsklass på drinkar och bartender ! Vill ni ha något utöver det...More
[Swedish],345,6,2.0,5,"July 11, 2017 ",Barhäng,,"Bästa drinkarna I Lund blandade av kunnig och trevlig personal. Ett tips, berätta för bartendern vilka spritsorter du gillar och...More"
[Swedish],345,251,51.0,5,"July 12, 2018 ",Kan bara bli toppbetyg,"Loddekopinge, Sweden","Allt var mycket bra, från drinkar till efterrätt och kaffe. Väl genomtänkta rätter som är otroligt vackert presenterade och som...More"
[Swedish],345,3,,5,"July 13, 2016 ",Snille o smak!,,"Lika hög klass på lunch som på middag. Säsong för sparris o riesling....❤️. Icke att förglömma, Fredrik Lundegårds bidrag till...More"
[Swedish],345,47,10.0,5,"July 13, 2018 ",Helt otrolig mat!,"Kavlinge, Sweden","Mycket bra service! Maten var helt fantastisk! Min man är lite kinkig, men detta föll honom väl i smak. Allt...More"
[Swedish],345,73,21.0,5,"July 14, 2015 ",Läckert!,"Lund, Sweden",Perfekt besöksläge mitt i Lundagårdssfären med fantastiskt läcker mat och passande dryck! Dessutom i klassiska lokaler...
[Swedish],345,86,169.0,5,"July 14, 2015 ",Superbt,"Lund, Sweden","Fantastisk restaurang. Innovativ meny och mycket vällagat. Klassiska lokaler (fd Lundagård) lyfter upplevelsen. Tyvärr väldigt dyrt, men om du skall...More"
[Swedish],345,85,16.0,5,"July 15, 2018 ",Rödbetsrisotton!!!,"Gothenburg, Sweden","Kanske inte ett ställe jag skulle välja för ett förtroligt samtal, för borden står tätt och det blir rätt mycket...More"
[Swedish],345,1,5.0,3,"July 17, 2013 ","Trevlig stämning, skiftande kvalité, underbemannat","Skane Län, Sweden","Tyvärr för lite personal när jag var där, fick vänta i en halvtimme på desserten. De två som serverade  sprang...More"
[Swedish],345,5,,5,"July 18, 2018 ",Jättegott,,"Så gott och trevligt.
Ett måste för alla smakfantaster. Personalen var mycket bra och kunde sin sak. Återkommer garanterat med...More"
[Swedish],345,107,19.0,5,"July 19, 2014 ","Bra mat, fantastiska drinkar","Malmo, Sweden",Perfekt ställe att ta en fördrink eller två! Drinkmenyn är omfattande med både klassiker och egna kreationer. Drinkarna är fräscha...More
[Swedish],345,18,9.0,3,"July 2, 2016 ",Miljön är inte allt,"Lund, Sweden",Vi var här en lördagskväll och fick långt om länge vår mat. Miljön är underbar men maten ska inte ta...More
[Swedish],345,115,31.0,5,"July 20, 2015 ",Trevlig atmosfär.,"Lund, Sweden","Superbra bartenders som verkligen kan blanda till något gott för en som oftast inte vet vad han vill ha:)
Trevliga...More"
[Swedish],345,4,1.0,5,"July 21, 2015 ",Lika nöjda efter tredje besöket!,"Gothenburg, Sweden","Detta är en fantastiskt trevlig restaurang, supergod innovativ mat och proffsig servering! Allt utan onödiga krusiduller till ett överkomligt pris."
[Swedish],345,132,21.0,4,"July 22, 2018 ",Restaurang med stil och mycket god mat,Linköping,Bra finrestaurang med ett fåtal rätter på menyn. Välkomponerade och mycket välsmakande. Trevlig personal. En kvalitetsrestaurang!
[Swedish],345,31,7.0,4,"July 23, 2018 ",God och spännande mat,"Lund, Sweden",Här får man alltid god mat med en liten twist. Modernt kockeri på hög nivå. Man behöver inte titta på...More
[Swedish],345,2,1.0,4,"July 25, 2016 ",Maten är superb!,,Maten är superb! Personalen är trevlig och tillmötesgående men något för få på fredag och lördag kväll. Faller i den...More
[Swedish],345,2,,5,"July 25, 2016 ",perfekt,"Lund, Sweden",perfekt trevligt ställe bra mat dryck och alltid gott bemötande. Bara att ta sig dit själv och pröva
[Swedish],345,18,1.0,5,"July 25, 2016 ",Bra lunch,,"Ett säkert kort i Lund för lunch. Trevlig inredning, bra service och inte minst alltid magiskt gott bröd. Mycket prisvärt!"
[Swedish],345,12,1.0,5,"July 25, 2016 ",Restaurang med klass!,"Motala, Sweden","Fantastisk mat, utmärkt vin i trevligt miljö som har mycket tradition. En känner sig välkommen och hemma här.
Servicen var...More"
[Swedish],345,187,29.0,5,"July 26, 2016 ",Underbar mat vänligt bemötande,"Vaxholm, Sweden",Idag tittade jag på Tripadvisor vilken restaurang vi skulle äta på i kväll och vi tog nummer 1. Det var...More
[Swedish],345,33,5.0,5,"July 26, 2016 ",Favoriten i Lund,"Lund, Sweden",Bra ställe om man är intresserad av fine dining. Delar av personalen har vunnit priser för Lunds bästa service och...More
[Swedish],345,210,29.0,5,"July 27, 2015 ",Familjemiddag,"Orebro, Sweden",En mycket bra restaurang med högsta klass på maten och väldigt bra service i trivsamma lokaler. Personalen är mycket trevlig....More
[Swedish],345,14,6.0,5,"July 28, 2015 ","Bästa drinkarna, atmostfär och mat i Lund!",,Bästa barternders i Lund. Atmosfären är mycket trevlig och menyn är välkombinerad. Grisamackan tillsammans med en pilnser i baren är...More
[Swedish],345,97,36.0,5,"July 29, 2012 ",Bästa restaurangen i stan,"Lund, Sweden","Fantastiskt ställe för middag - underbar mat, excellens service, stort utbud av viner
Superbt lunchställe - god mat, trevligt med...More"
[Swedish],345,16,6.0,4,"July 3, 2015 ","Utsökt mat, trevlig stämning","Stockholm, Sweden","Vi var här för att fira en födelsedag. Perfekt ställe för sådant enligt mig! Supergod mat, väldigt trevlig personal, glad...More"
[Swedish],345,1,,5,"July 30, 2016 ",Underbart,"Hassleholm, Sweden",En fantastiskt restaurang med aningen begränsad meny under sommaren men den mat som serveras är av ytterst hög kvalitet
[Swedish],345,6,2.0,1,"July 31, 2016 ",Födelsedagsmiddag som man vill glömma,,"Blev bjuden hit på min födelsedag. Hade hört så bra rykte tidigare så hade stora förväntningar.  
Tyvärr så levde inte...More"
[Swedish],345,50,14.0,5,"July 5, 2015 ",Ledigt lyxigt!,"Lund, Sweden","Vi vet sedan tidigare att det är helt superbt här och nu kan vi bara konstatera att även  lunchmenyn, servicen...More"
[Swedish],345,11,1.0,4,"July 9, 2015 ",Fantastisk mat,"Lund, Sweden","Maten var fullkomligt fantastisk.
Servicen var utomordentlig.
Det enda som drar ner lite är att det inte är speciellt mysigt....More"
[Swedish],345,9,5.0,5,"July 9, 2015 ",Mysig stämmning!,"Lund, Sweden",Utmärkt mat och trevlig personal! Jag hade glömt mina läsglasögon och de var vänliga att dela ut ett par. De...More
[Swedish],345,19,2.0,5,"July 9, 2018 ",Mysigt med toppenservice!,"Lund, Sweden",Mycket trevlig restaurang och bar! Personalen är trevlig och servicen på topp! Drinklistan var originell och drinkarna var mycket goda....More
[Swedish],345,99,25.0,5,"June 1, 2016 ",En av Lunds bästa restauranger,"Lund, Sweden","Alla måste besöka denna restaurangen när ni är på besök i Lund, vill ha en trevlig kväll eller bara ta...More"
[Swedish],345,25,1.0,4,"June 1, 2016 ",Fantastiska drinkar!,"Lund, Sweden",Om någon vill ha en drinkupplevelse utöver det vanliga så är detta stället att gå till. När jag var där...More
[Swedish],345,9,,5,"June 1, 2018 ",Fantastiskt!,"Uppsala, Sweden","Besökte Mat & Destilleri med familj, 6 personer. Börjar med att mötas av supertrevlig personal och beställer in drinkar som...More"
[Swedish],345,12,7.0,5,"June 10, 2015 ",Åt en jättegod fiskgryta till lunch igår!,"Lund, Sweden","Kan verkligen rekommendera denna professionella och intressanta restaurang! Härlig miljö, duktig personal och mycket vällagad mat. Ligger i klassisk lundamiljö...More"
[Swedish],345,14,1.0,5,"June 10, 2017 ",Avsmakningsmeny med vinpaket - mycket bra kombo,,"Vi var ett sällskap på 6 personer som blev mycket bra omhändertagna. Vi valde avsmakningsmeny, varav en av gästerna är...More"
[Swedish],345,78,13.0,4,"June 11, 2016 ",Middag för arr fira examen,"Kronoberg County, Sweden","Middagen på Mat o Destillat svarade väl upp på våra förväntningar.
Vi åt kött till huvudrätt, vällagat och med bra...More"
[Swedish],345,1,,5,"June 12, 2015 ",Toppklass,,"God o spännande mat, vänlig o tillmötesgående personal, trevlig inramning på historisk mark (där Café Lundagård låg i många år),...More"
[Swedish],345,16,5.0,5,"June 18, 2015 ",Lyxservice och gudomlig mat,"Malmo, Sweden",Fantastisk service och fantastisk mat. Rekommenderar varmt deras sex rätters meny. Härlig atmosfär och underbar personal.
[Swedish],345,30,4.0,5,"June 18, 2018 ","God mat, bra vegetrisk","Lund, Sweden","Lunds bästa krog. Endast ett vegetariskt alternativ på lunchen, men det är å andra sidan ett säkert kort."
[Swedish],345,46,10.0,4,"June 18, 2018 ",Klassisk mark i Lund,,Denna fina restaurang var en gång i tiden Lunds café nummer ett: Café Lundagård. När den slutligen lades ner hade...More
[Swedish],345,14,,5,"June 18, 2018 ",Mysig atomsfär och toppen service,"Lund, Sweden","Varit på denna restaurang flera gånger och blir aldrig besviken. Alltid gott, mysigt och många hjälpsamma som jobbar där. Maten...More"
[Swedish],345,7,2.0,5,"June 19, 2015 ",Underbart!,"Malmo, Sweden","Vi var här på vår bröllopsdag, njöt av maten och servicen, personalen var verkligen riktigt riktigt trevlig. Vi tackar för...More"
[Swedish],345,15,3.0,5,"June 2, 2017 ","Mycket, mycket bra!",,"Hög nivå på service och mat, utan tvekan en utav Lunds bästa restauranger. Lokalen är ganska liten men har en...More"
[Swedish],345,158,32.0,5,"June 21, 2013 ",Mycket bra,"Lund, Sweden","Trevlig service, god mat, bra vinlista. Som boende i omgivningen så besöker jag restaurangen ofta och har aldrig blivit besviken...More"
[Swedish],345,10,2.0,5,"June 22, 2012 ",Utmärkt lunch,"Malmo, Sweden",Åt lunch på restaurangen och vi hade bokat bord. Allting funkade bra och vi fick ett bord utomhus i solen....More
[Swedish],345,77,7.0,4,"June 23, 2017 ",God mat,,Trevligt ställe att träffas med vänner och äta lite mat eller bara ta lite snacks och dricka drinkar. Trevlig och...More
[Swedish],345,22,4.0,5,"June 24, 2015 ",Bättre mat med liten meny!,"Lund, Sweden",I en av Lunds mest klassiska lokaler finns numer istället för det insomnade Lundagård en alldeles utmärkt resturang där maten...More
[Swedish],345,14,3.0,5,"June 4, 2016 ",Examensdagslunch,"Lund, Sweden",Firade dotterns examen.Vi åt en fantastisk god lunch på Mat & Destillat! Vänlig och välkomnande service av trevlig personal som...More
[Swedish],345,2,1.0,5,"June 5, 2014 ",Inget hotell,,"Supergod mat! 
Bra och spännande meny som valts med omsorg.
Fantastiskt god dryck. 
Mycket god service! Högt betyg!"
[Swedish],345,24,3.0,5,"June 5, 2016 ",Fantastisk lunch ,"Lulea, Sweden","Bra service och fantastisk mat, välgjord och fint presenterad. Mysig lokal, centralt och nära universitet."
[Swedish],345,50,14.0,5,"June 6, 2014 ",En ren njutning!,"Lund, Sweden",Vilket ställe! Vilken atmosfär och service! Något av det bästa jag upplevt! Smakerna och de oväntade nytänkande kombinationerna höjer rätterna...More
[Swedish],345,12,4.0,5,"June 6, 2017 ",Fantastisk upplevelse ,"Malmo, Sweden","Maten är fantastisk. Deras cocktails är obeskrivliga. Bartenders och serveringspersonal är kunniga, professionella och vänliga."
[Swedish],345,53,6.0,4,"March 10, 2016 ",Dom vet vad dom gör!,,Jätte trevlig kväll med sambo och föräldrar! Vi åt alla olika rätter och var alla mycket nöjda! Jätte fint upplagda...More
[Swedish],345,121,27.0,5,"March 11, 2016 ",Helt enkelt lysande!,"Helsingborg, Sweden",Vi var här en onsdagskväll för att fira lite. Redan när vi kom in blev vi väldigt trevlig bemötta och...More
[Swedish],345,5,1.0,3,"March 13, 2017 ",Trerätters.,,Trevlig atmosfär med kunnig personal. Däremot blev jag dålig. Vet ej om det berodde på maten eller ej. Kunde tyvärr...More
[Swedish],345,1,,5,"March 15, 2016 ",Middag och drinkar,,Fantastiska smaker på både maten och drinkarna. En klar favorit som är perfekt att besöka om man har något eller...More
[Swedish],345,1,,5,"March 15, 2016 ",Superbra,,Tuppen var utsökt och personalen trevlig. Kul drinkmeny (och goda såklart). Fråga personalen efter deras favoriter! De är otroligt kunniga.
[Swedish],345,3,2.0,5,"March 15, 2016 ",Lysande!,"Lund, Sweden","Mycket trevligt bemötande, god mat och förstklassig service!
Goda viner och Mycket goda drinkar. Redan vid första mötet kändes som...More"
[Swedish],345,36,7.0,4,"March 16, 2015 ",Trevligt besök med mysig miljö,"Furulund, Sweden",Maten var välsmakande. Trevlig service och dryckesutbud. Centralt och bra läge. Besöket gav mersmak.
[Swedish],345,4,3.0,4,"March 16, 2016 ",God mat och god stämning,"Lund, Sweden","Mat och destillat hör till det fåtal krogar där jag vågar beställa in en dry martini, och blev nöjd också...More"
[Swedish],345,23,3.0,4,"March 16, 2016 ",Bra mat utmärkt service!,"Eskilstuna, Sweden","På tillfälligt besök i Lund. Vi fann restaurangen via TripAdvisor. Ett bra bak få maten var vällagad och god, servicen...More"
[Swedish],345,59,4.0,5,"March 16, 2017 ",Mysig miljö och god mat,"Sundsvall, Sweden",Trevligt ställe med bra service. Det var inga problem att justera menyn för att funka för mig med specialkost. Allt...More
[Swedish],345,2,,2,"March 16, 2018 ",Oätlig huvudrätt,,"Drinkar, förrätt och vin var helt enl förväntningarna men oxrostas som huvudrätt oätlig eftersom den inte gick att tugga sönder....More"
[Swedish],345,62,10.0,5,"March 17, 2013 ",Vänligaste krogen i Lund,,Alltid vänlig personal. Servicen är på topp. Begränsad meny gör att de rätter som serveras är superbra.
[Swedish],345,3,,5,"March 17, 2015 ",Mycket bra service,"Lund, Sweden",Dom har en fantastisk bra service som man inte är van vid idag tycker jag. Kan klart rekommendera detta ställe....More
[Swedish],345,4,,5,"March 17, 2015 ",Kanonställe!,Hörby,All mat jag ätit där har varit fantastisk god och lite speciell. Fiskrätterna har alltid varit något extra.
[Swedish],345,17,7.0,5,"March 17, 2015 ",Utmärkt helhet,"Lund, Skåne Län, Sweden",Mycket väl bemötande från beställning till avslut. Inga problem att ordna handikapvänlig plats och ätvänligt matarrangemang. Vi kunde därför inta...More
[Swedish],345,41,3.0,5,"March 17, 2015 ",Bröllop ,,Vi var bjudna på bröllop med en abonnerad del av lokalen. Proffsigt! Maten var fantastiskt god och vi hade en...More
[Swedish],345,3,,5,"March 17, 2016 ",Förträffligt,"Stockholm, Sweden","Vinpaket och fyra rätter. Kunnig personal, trevlig atmosfär och mycket god mat. Spännande kombinationer."
[Swedish],345,2,,5,"March 18, 2016 ",Smaksensation de Lux!,,Jag älskar att äta på denna restaurang. Trevlig atmosfär. Trevlig personal som är mån om att gammal som ung skall...More
[Swedish],345,45,12.0,4,"March 18, 2016 ",God mat på ett enkelt sätt,,På Mat och Destillat är det alltid vällagad mat. En ganska så trång och bullrig restaurang som alltid är välbesökt....More
[Swedish],345,128,33.0,5,"March 18, 2017 ",Inte provat maten men...,"Lund, Sweden","Jisses vilken bra upplevelse....
Satt en stund i baren, drog i oss åtta drinkar. Fick en historia inför varje drink!...More"
[Swedish],345,9,1.0,4,"March 2, 2015 ",Trevligt besök,"Lund, Sweden","Besökte Mat & Destillat en tisdagskväll. Bra puls, trevlig service och en fantastisk råbiff. Plus i kanten för smått tilltugg...More"
[Swedish],345,4,3.0,4,"March 23, 2015 ",Populärt lundahäng!,"Lund, Sweden","Vällagad och onkonventionell mat. Bra dryckesmeny och trevlig stämning. Inte billigt, men värt pengarna."
[Swedish],345,124,28.0,5,"March 24, 2017 ",Bra ställe mitt i klassiska Lund,Helsingborg,"Lunch med goda vänner. Stället ligger i Café Lundagårds klassiska lokaler dvs med utiskt mot Lundagård och universitetets baksida.
Utmärkt...More"
[Swedish],345,4,,5,"March 25, 2016 ",Alltid lika fantastiskt,,"Ett besök här gör en aldrig besviken! Maten är fantastisk, personalen är suverän och stämningen är alltid på topp! Vi...More"
[Swedish],345,43,10.0,4,"March 3, 2016 ",Trivsamt lunchställe,"Malmo, Sweden","Trevlig miljö, mycket rask och uppmärksam personal och god mat. Jag åt det vegetariska alternativet och det var snyggt, gott...More"
[Swedish],345,175,66.0,4,"March 30, 2013 ",Hög klass,"Lund, Sweden","Har varit där och ätit lunch vid två tillfällen och varit mycket nöjd! Riktigt bra husman, förvisso för en liten...More"
[Swedish],345,15,4.0,4,"March 5, 2018 ",En given favorit i Lund,"Landskrona, Skåne Län, Sweden","Välarbetade menyer, utsökta drinkar och för det mesta oklanderlig service. Har varit här många gånger av ovan nämnda anledningar. Drinkmässigt...More"
[Swedish],345,39,9.0,4,"March 6, 2014 ","Lunch, gott men mycket vänta","Lund, Sweden","Det är alltid trevligt att äta på Mat & Destillat, men den här gången blev det mycket väntan. Vi beställde...More"
[Swedish],345,2,1.0,5,"March 6, 2015 ",Fantastisk mat,"Lund, Sweden","Jag har flera gånger ätit här med min familj och alltid möts med god service, mat och dryck.
De har...More"
[Swedish],345,41,13.0,5,"March 6, 2016 ",Januari-meny,"Lund, Sweden","Vi besöker den här restaurangen en lördagskväll i januari. Det är fullsatt, men det är ändå lugnt och trevligt. Vi...More"
[Swedish],345,10,1.0,5,"March 7, 2018 ",Bästa maten i Lund?,,"Har ätit här flera gånger. Både middag, större sällskap och inte minst den underskattade lördagslunchen. 

Allt håller toppklass. Drinkarna är...More"
[Swedish],345,24,1.0,4,"May 1, 2016 ",God mat i skön miljö,"Bjarred, Sweden",Restaurangen ligger mitt i Lund vid Lundagård. Stället har skön och trivsam miljö. Personalen är uppmärksam och maten håller hög...More
[Swedish],345,19,4.0,4,"May 1, 2018 ",Bra drinkar,,Bra drinkar där utbudet till viss del ändras efter årstid.  Vällagad och god mat även om sett i tre är...More
[Swedish],345,61,17.0,4,"May 10, 2016 ",Bra lunch! ,"Gnesta, Sweden","Väldigt mysigt och trevligt ställe som serverade väldigt god lunch (dagens) 
Jag kommer återkomma men då prova på kvällsmaten. Jag...More"
